13;15;4;5;12;19;;;;;;;;;;
2;5;8;1;22;9;15;21;18;1;12;;;;;
5;3;15;12;15;7;25;;;;;;;;;
1;14;9;13;1;12;19;;;;;;;;;
19;16;1;2;9;1;12;12;25;;;;;;;
4;9;19;3;18;5;2;5;;;;;;;;
8;1;2;9;2;1;2;;;;;;;;;
18;5;17;21;9;18;5;13;5;14;2;19;;;;
11;5;18;19;8;5;14;2;1;21;13;;;;;
2;8;5;19;9;19;;;;;;;;;;
19;21;2;13;9;2;2;5;4;;;;;;;
4;5;7;18;5;5;;;;;;;;;;
4;15;3;2;15;18;;;;;;;;;;
16;8;9;12;15;19;15;16;8;25;;;;;;
21;14;9;22;5;18;19;9;2;25;;;;;;
6;1;3;21;12;2;25;;;;;;;;;
14;1;2;21;18;1;12;;;;;;;;;
19;3;9;5;14;3;5;19;;;;;;;;
4;5;16;1;18;2;13;5;14;2;;;;;;
5;22;15;12;21;2;9;15;14;1;18;25;;;;
5;14;22;9;18;15;14;13;5;14;2;1;12;;;
2;9;15;12;15;7;25;;;;;;;;;
13;15;4;5;12;19;;;;;;;;;;
2;5;8;1;22;9;15;21;18;1;12;;;;;
5;3;15;12;15;7;25;;;;;;;;;
1;14;9;13;1;12;19;;;;;;;;;
19;16;1;2;9;1;12;12;25;;;;;;;
4;9;19;3;18;5;2;5;;;;;;;;
8;1;2;9;2;1;2;;;;;;;;;
18;5;17;21;9;18;5;13;5;14;2;19;;;;
11;5;18;19;8;5;14;2;1;21;13;;;;;
19;21;16;5;18;22;9;19;5;4;;;;;;
2;12;1;21;19;2;5;9;14;;;;;;;
2;8;5;19;9;19;;;;;;;;;;
19;21;2;13;9;2;2;5;4;;;;;;;
4;5;7;18;5;5;;;;;;;;;;
4;15;3;2;15;18;;;;;;;;;;
16;8;9;12;15;19;15;16;8;25;;;;;;
21;14;9;22;5;18;19;9;2;25;;;;;;
6;1;3;21;12;2;25;;;;;;;;;
14;1;2;21;18;1;12;;;;;;;;;
19;3;9;5;14;3;5;19;;;;;;;;
4;5;16;1;18;2;13;5;14;2;;;;;;
5;22;15;12;21;2;9;15;14;1;18;25;;;;
5;14;22;9;18;15;14;13;5;14;2;1;12;;;
2;9;15;12;15;7;25;;;;;;;;;
18;5;3;15;13;13;5;14;4;5;4;;;;;
1;4;22;9;19;15;18;;;;;;;;;
18;5;3;15;13;13;5;14;4;5;4;;;;;
1;4;22;9;19;15;18;;;;;;;;;
1;16;16;18;15;22;5;4;;;;;;;;
3;8;1;9;18;13;1;14;;;;;;;;
3;15;13;13;9;2;2;5;5;;;;;;;
1;3;11;14;15;23;12;5;4;7;5;13;5;14;2;19
1;16;16;18;15;22;1;12;;;;;;;;
2;8;5;19;9;19;;;;;;;;;;
3;15;14;2;5;14;2;19;;;;;;;;
1;2;19;2;18;1;3;2;;;;;;;;
2;1;2;12;5;19;;;;;;;;;;
6;9;7;21;18;5;19;;;;;;;;;
3;8;1;16;2;5;18;;;;;;;;;
9;14;2;18;15;4;21;3;2;9;15;14;;;;
3;8;1;16;2;5;18;;;;;;;;;
19;16;1;2;9;1;12;;;;;;;;;
14;5;2;23;15;18;11;19;;;;;;;;
4;9;19;5;1;19;5;;;;;;;;;
1;2;19;2;18;1;3;2;;;;;;;;
9;14;2;18;15;4;21;3;2;9;15;14;;;;
13;5;2;8;15;4;19;;;;;;;;;
18;5;19;21;12;2;19;;;;;;;;;
4;9;19;3;21;19;19;9;15;14;;;;;;
1;3;11;14;15;23;12;5;4;7;5;13;5;14;2;19
3;8;1;16;2;5;18;;;;;;;;;
19;16;1;2;9;1;12;;;;;;;;;
14;5;2;23;15;18;11;19;;;;;;;;
13;9;7;18;1;2;9;15;14;;;;;;;
1;2;19;2;18;1;3;2;;;;;;;;
9;14;2;18;15;4;21;3;2;9;15;14;;;;
13;5;2;8;15;4;19;;;;;;;;;
18;5;19;21;12;2;19;;;;;;;;;
4;9;19;3;21;19;19;9;15;14;;;;;;
1;3;11;14;15;23;12;5;4;7;5;13;5;14;2;19
3;8;1;16;2;5;18;;;;;;;;;
19;16;1;2;9;1;12;;;;;;;;;
14;5;2;23;15;18;11;19;;;;;;;;
3;21;12;2;21;18;1;12;;;;;;;;
2;18;1;14;19;13;9;19;19;9;15;14;;;;
1;2;19;2;18;1;3;2;;;;;;;;
9;14;2;18;15;4;21;3;2;9;15;14;;;;
13;5;2;8;15;4;19;;;;;;;;;
18;5;19;21;12;2;19;;;;;;;;;
4;9;19;3;21;19;19;9;15;14;;;;;;
19;21;16;16;12;5;13;5;14;2;1;18;25;;;
13;1;2;5;18;9;1;12;;;;;;;;
13;5;2;8;15;4;19;;;;;;;;;
3;8;1;16;2;5;18;;;;;;;;;
13;9;3;18;15;19;16;1;2;9;1;12;;;;
5;6;6;5;3;2;19;;;;;;;;;
4;9;19;5;1;19;5;;;;;;;;;
2;18;1;14;19;13;9;19;19;9;15;14;;;;
1;2;19;2;18;1;3;2;;;;;;;;
9;14;2;18;15;4;21;3;2;9;15;14;;;;
13;5;2;8;15;4;19;;;;;;;;;
4;9;19;3;21;19;19;9;15;14;;;;;;
3;8;1;16;2;5;18;;;;;;;;;
13;1;14;9;16;21;12;1;2;9;15;14;;;;
19;16;1;2;9;1;12;;;;;;;;;
8;5;2;5;18;15;7;5;14;5;9;2;25;;;
3;15;14;2;18;15;12;;;;;;;;;
1;2;19;2;18;1;3;2;;;;;;;;
9;14;2;18;15;4;21;3;2;9;15;14;;;;
13;5;2;8;15;4;19;;;;;;;;;
18;5;19;21;12;2;19;;;;;;;;;
4;9;19;3;21;19;19;9;15;14;;;;;;
19;21;16;16;12;5;13;5;14;2;1;18;25;;;
13;1;2;5;18;9;1;12;;;;;;;;
3;8;1;16;2;5;18;;;;;;;;;
19;21;13;13;1;18;25;;;;;;;;;
4;9;19;3;21;19;19;9;15;14;;;;;;
18;5;6;5;18;5;14;3;5;19;;;;;;
13;15;4;5;12;19;;;;;;;;;;
2;5;8;1;22;9;15;21;18;1;12;;;;;
5;3;15;12;15;7;25;;;;;;;;;
1;14;9;13;1;12;19;;;;;;;;;
19;16;1;2;9;1;12;12;25;;;;;;;
4;9;19;3;18;5;2;5;;;;;;;;
8;1;2;9;2;1;2;;;;;;;;;
18;5;17;21;9;18;5;13;5;14;2;19;;;;
11;5;18;19;8;5;14;2;1;21;13;;;;;
1;2;19;2;18;1;3;2;;;;;;;;
16;5;18;8;1;16;19;;;;;;;;;
5;3;15;12;15;7;9;3;1;12;;;;;;
19;25;19;2;5;13;19;;;;;;;;;
3;15;14;19;2;18;1;9;14;5;4;;;;;
18;5;19;15;21;18;3;5;19;;;;;;;
16;1;2;3;8;9;12;25;;;;;;;;
4;9;19;2;18;9;2;21;2;5;4;;;;;
2;18;5;5;4;9;14;7;;;;;;;;
19;8;5;12;2;5;18;;;;;;;;;
7;5;14;5;18;1;12;12;25;;;;;;;
1;22;1;9;12;1;2;12;5;;;;;;;
12;15;3;1;2;9;15;14;19;;;;;;;
1;14;9;13;1;12;19;;;;;;;;;
18;5;19;15;21;18;3;5;19;;;;;;;
16;1;2;3;8;25;;;;;;;;;;
18;5;19;15;21;18;3;5;19;;;;;;;
9;14;2;18;15;4;21;3;5;;;;;;;
19;2;18;15;14;7;12;25;;;;;;;;
14;15;14;12;9;14;5;1;18;;;;;;;
3;15;14;19;2;18;1;9;14;2;;;;;;
2;5;8;1;22;9;15;21;18;;;;;;;
1;14;9;13;1;12;19;;;;;;;;;
4;5;16;5;14;4;5;14;2;;;;;;;
18;5;19;21;12;2;19;;;;;;;;;
3;15;21;14;2;5;18;9;14;2;21;9;2;9;22;5
21;14;16;18;5;4;9;3;2;1;2;12;5;;;
2;8;5;19;9;19;;;;;;;;;;
4;9;6;6;5;18;5;14;2;;;;;;;
13;1;2;8;5;13;1;2;9;3;1;12;;;;
2;5;3;8;14;9;17;21;5;19;;;;;;
5;24;1;13;9;14;5;;;;;;;;;
5;6;6;5;3;2;19;;;;;;;;;
16;1;2;3;8;25;;;;;;;;;;
18;5;19;15;21;18;3;5;19;;;;;;;
4;9;22;5;18;19;5;;;;;;;;;
5;3;15;12;15;7;9;3;1;12;;;;;;
19;25;19;2;5;13;19;;;;;;;;;
2;5;3;8;14;9;17;21;5;19;;;;;;
21;14;3;15;22;5;18;;;;;;;;;
13;5;3;8;1;14;9;19;13;19;;;;;;
3;15;13;16;12;5;24;;;;;;;;;
2;5;8;1;22;9;15;21;18;;;;;;;
19;25;19;2;5;13;;;;;;;;;;
13;9;7;18;1;2;9;14;7;;;;;;;
13;21;12;2;9;16;12;5;;;;;;;;
3;5;14;2;18;1;12;;;;;;;;;
6;15;18;1;7;5;18;19;;;;;;;;
16;18;15;3;1;22;9;1;;;;;;;;
3;1;16;5;14;19;9;19;;;;;;;;
19;21;7;7;5;19;2;;;;;;;;;
3;8;1;14;7;9;14;7;;;;;;;;
18;5;6;21;7;5;;;;;;;;;;
19;16;1;3;9;14;7;;;;;;;;;
16;18;5;4;1;2;15;18;;;;;;;;
16;18;5;19;19;21;18;5;;;;;;;;
3;8;1;15;2;9;3;;;;;;;;;
3;25;3;12;5;19;;;;;;;;;;
4;9;19;5;1;19;5;;;;;;;;;
2;18;1;14;19;13;9;19;19;9;15;14;;;;
2;5;2;23;5;5;14;;;;;;;;;
19;21;2;16;15;16;21;12;1;2;9;15;14;19;;
19;25;19;2;5;13;;;;;;;;;;
1;13;16;8;9;2;9;1;14;19;;;;;;
19;1;12;1;13;1;14;4;5;18;;;;;;
19;1;12;1;13;1;14;4;18;1;;;;;;
9;14;6;18;1;9;13;13;1;3;21;12;1;2;1;
3;15;14;19;2;18;1;9;14;5;4;;;;;
23;9;4;5;12;25;;;;;;;;;;
19;5;16;1;18;1;2;5;4;;;;;;;
7;5;14;5;2;9;3;;;;;;;;;
1;14;1;12;25;19;9;19;;;;;;;;
19;21;7;7;5;19;2;;;;;;;;;
13;9;7;18;1;2;9;15;14;;;;;;;
2;5;8;1;22;9;15;21;18;;;;;;;
18;5;19;5;13;2;12;5;19;;;;;;;
5;12;5;3;2;18;15;14;19;;;;;;;
3;9;18;3;21;9;2;;;;;;;;;
9;19;15;12;1;2;9;15;14;;;;;;;
16;15;16;21;12;1;2;9;15;14;19;;;;;
16;1;2;3;8;25;;;;;;;;;;
12;15;3;1;2;9;15;14;;;;;;;;
6;15;18;13;1;2;9;15;14;;;;;;;
4;9;1;12;5;3;2;19;;;;;;;;
3;15;13;13;21;14;9;3;1;2;9;15;14;;;
4;5;19;3;18;9;2;5;;;;;;;;
16;15;2;5;14;2;9;1;12;;;;;;;
5;6;6;5;3;2;;;;;;;;;;
16;1;2;3;8;25;;;;;;;;;;
18;5;19;15;21;18;3;5;19;;;;;;;
18;5;19;2;18;9;3;2;5;4;;;;;;
14;21;13;2;5;18;;;;;;;;;;
6;5;5;4;9;14;7;;;;;;;;;
5;3;2;15;16;1;18;1;19;9;2;5;19;;;
1;14;9;13;1;12;19;;;;;;;;;
16;1;2;8;15;7;5;14;;;;;;;;
16;18;5;22;1;12;5;14;3;5;;;;;;
2;5;8;1;22;5;;;;;;;;;;
21;14;5;24;16;5;3;2;5;4;;;;;;
6;1;19;8;9;15;14;;;;;;;;;
16;15;16;21;12;1;2;9;15;14;;;;;;
4;9;6;6;5;18;5;14;2;;;;;;;
3;8;1;14;7;5;;;;;;;;;;
6;9;14;1;12;12;25;;;;;;;;;
5;24;1;13;9;14;5;;;;;;;;;
18;5;16;18;15;4;21;3;2;9;22;5;;;;
19;2;18;1;2;5;7;25;;;;;;;;
13;15;19;17;21;9;2;15;5;19;;;;;;
16;1;2;3;8;9;12;25;;;;;;;;
4;9;19;2;18;9;2;21;2;5;4;;;;;
2;18;5;5;4;9;14;7;;;;;;;;
13;15;18;2;1;12;9;2;25;;;;;;;
19;5;1;18;3;8;9;14;7;;;;;;;
3;15;13;16;12;5;24;;;;;;;;;
14;15;14;12;9;14;5;1;18;;;;;;;
2;5;8;1;22;9;15;21;18;;;;;;;
9;13;16;15;18;2;1;14;2;;;;;;;
17;21;5;19;2;9;15;14;19;;;;;;;
19;25;19;2;5;13;19;;;;;;;;;
16;1;2;3;8;25;;;;;;;;;;
18;5;19;15;21;18;3;5;19;;;;;;;
1;14;19;23;5;18;5;4;;;;;;;;
22;1;18;9;5;2;25;;;;;;;;;
13;1;2;8;5;13;1;2;9;3;1;12;;;;
1;14;1;12;25;19;5;19;;;;;;;;
16;1;18;2;9;3;21;12;1;18;;;;;;
1;4;1;16;2;9;14;7;;;;;;;;
3;15;13;2;9;14;9;14;7;;;;;;;
5;24;9;19;2;9;14;7;;;;;;;;
2;5;3;8;14;9;17;21;5;19;;;;;;
5;24;1;13;9;14;5;;;;;;;;;
13;5;3;8;1;14;9;19;13;19;;;;;;
2;5;8;9;14;4;;;;;;;;;;
5;3;15;12;15;7;9;3;1;12;;;;;;
16;8;5;14;15;13;5;14;1;;;;;;;
21;14;4;5;18;19;2;1;14;4;9;14;7;;;
3;1;21;19;1;12;;;;;;;;;;
18;5;12;1;2;9;15;14;19;8;9;16;19;;;
4;18;9;22;9;14;7;;;;;;;;;
2;1;2;12;5;19;;;;;;;;;;
12;15;3;1;2;9;15;14;19;;;;;;;
19;1;13;16;12;5;4;;;;;;;;;
2;18;5;5;4;9;14;7;;;;;;;;
14;21;13;2;5;18;;;;;;;;;;
19;1;13;16;12;5;19;;;;;;;;;
13;9;3;18;15;19;1;2;5;12;12;9;2;5;;
1;14;1;12;25;19;9;19;;;;;;;;
18;5;7;9;15;14;19;;;;;;;;;
14;21;13;2;5;18;;;;;;;;;;
14;21;13;2;5;18;;;;;;;;;;
4;9;19;2;1;14;3;5;;;;;;;;
2;5;2;23;5;5;14;;;;;;;;;
23;9;2;8;9;14;;;;;;;;;;
18;5;7;9;15;14;;;;;;;;;;
8;1;2;9;2;1;2;;;;;;;;;
9;14;4;9;3;1;2;5;4;;;;;;;
19;21;2;21;18;2;1;14;;;;;;;;
13;5;4;9;2;5;18;18;1;14;5;1;14;;;
4;5;19;5;18;2;;;;;;;;;;
16;1;18;1;13;5;2;5;18;19;;;;;;
19;9;13;21;12;1;2;9;15;14;19;;;;;
19;25;13;2;15;12;19;;;;;;;;;
13;5;1;14;9;14;7;19;;;;;;;;
6;9;7;21;18;5;19;;;;;;;;;
6;9;7;21;18;5;;;;;;;;;;
3;15;12;15;14;9;5;19;;;;;;;;
1;18;2;9;6;9;3;9;1;12;;;;;;
2;15;21;12;4;5;18;;;;;;;;;
3;18;5;1;2;5;4;;;;;;;;;
16;18;15;24;9;13;9;2;25;;;;;;;
18;5;19;9;4;5;14;2;9;1;12;;;;;
3;15;14;19;2;18;21;3;2;9;15;14;;;;
4;9;6;6;5;18;5;14;3;5;;;;;;
2;5;2;23;5;5;14;;;;;;;;;
21;14;1;12;2;5;18;5;4;;;;;;;
7;1;12;9;12;5;5;;;;;;;;;
8;1;2;9;2;1;2;;;;;;;;;
1;18;2;9;6;9;3;9;1;12;;;;;;
2;15;21;12;4;5;18;;;;;;;;;
16;18;9;13;1;18;9;12;25;;;;;;;
6;18;5;17;21;5;14;3;25;;;;;;;
19;16;1;3;5;19;;;;;;;;;;
2;5;2;23;5;5;14;;;;;;;;;
2;15;21;12;4;5;18;19;;;;;;;;
5;24;9;19;2;5;14;3;5;;;;;;;
3;15;14;14;5;3;2;5;4;;;;;;;
3;1;22;5;18;14;19;;;;;;;;;
2;5;14;5;1;2;8;;;;;;;;;
2;15;21;12;4;5;18;;;;;;;;;
14;1;2;21;18;1;12;;;;;;;;;
15;21;2;3;18;15;16;19;;;;;;;;
6;9;7;21;18;5;;;;;;;;;;
6;15;18;1;7;9;14;7;;;;;;;;
3;8;15;9;3;5;19;;;;;;;;;
16;15;2;5;14;2;9;1;12;;;;;;;
3;5;14;2;18;1;12;;;;;;;;;
6;15;18;1;7;5;18;19;;;;;;;;
3;8;15;15;19;5;;;;;;;;;;
15;16;2;9;13;21;13;;;;;;;;;
6;15;18;1;7;9;14;7;;;;;;;;
12;15;3;1;2;9;15;14;;;;;;;;
16;5;18;19;16;5;3;2;9;22;5;;;;;
3;21;18;18;5;14;2;;;;;;;;;
3;8;15;15;19;5;;;;;;;;;;
3;12;15;19;5;18;;;;;;;;;;
3;21;18;18;5;14;2;;;;;;;;;
2;5;2;23;5;5;14;;;;;;;;;
18;5;2;21;18;14;;;;;;;;;;
18;5;6;21;7;5;;;;;;;;;;
8;15;23;5;22;5;18;;;;;;;;;
15;16;2;9;13;1;12;;;;;;;;;
6;15;18;1;7;9;14;7;;;;;;;;
3;21;18;18;5;14;2;;;;;;;;;
2;5;2;23;5;5;14;;;;;;;;;
1;14;9;13;1;12;19;;;;;;;;;
3;8;15;15;19;5;;;;;;;;;;
18;5;2;21;18;14;;;;;;;;;;
1;12;2;5;18;14;1;2;9;22;5;;;;;
18;5;6;21;7;5;;;;;;;;;;
6;9;7;21;18;5;;;;;;;;;;
4;9;6;6;5;18;5;14;2;;;;;;;
16;15;19;19;9;2;12;5;;;;;;;;
2;5;8;1;22;9;15;21;18;19;;;;;;
16;1;18;1;13;5;2;5;18;;;;;;;
1;14;9;13;1;12;19;;;;;;;;;
2;5;3;15;13;5;;;;;;;;;;
6;5;1;18;6;21;12;;;;;;;;;
13;15;22;9;14;7;;;;;;;;;;
2;5;8;1;22;9;15;21;18;;;;;;;
3;8;1;14;7;5;19;;;;;;;;;
18;5;13;1;9;14;9;14;7;;;;;;;
19;9;14;7;12;5;;;;;;;;;;
2;8;18;15;21;7;8;;;;;;;;;
18;5;7;9;15;14;;;;;;;;;;
1;12;2;5;18;14;1;2;5;;;;;;;
2;5;2;23;5;5;14;;;;;;;;;
2;5;8;1;22;9;15;21;18;;;;;;;
3;25;3;12;9;3;;;;;;;;;;
16;5;18;9;15;4;9;3;1;12;12;25;;;;
1;16;5;18;9;15;4;9;3;1;12;12;25;;;
22;1;18;25;9;14;7;;;;;;;;;
6;9;7;21;18;5;;;;;;;;;;
5;16;9;4;5;13;9;3;;;;;;;;
2;5;8;1;22;9;15;21;18;;;;;;;
18;5;7;9;15;14;;;;;;;;;;
4;9;19;2;1;14;3;5;;;;;;;;
2;5;2;23;5;5;14;;;;;;;;;
22;1;18;9;5;19;;;;;;;;;;
18;5;7;21;12;1;18;12;25;;;;;;;
18;5;19;21;12;2;9;14;7;;;;;;;
16;1;2;8;15;7;5;14;;;;;;;;
16;18;5;22;1;12;5;14;3;5;;;;;;
4;25;14;1;13;9;3;19;;;;;;;;
5;16;9;4;5;13;9;3;;;;;;;;
16;15;16;21;12;1;2;9;15;14;19;;;;;
1;16;16;18;15;1;3;8;;;;;;;;
6;9;7;21;18;5;;;;;;;;;;
9;14;6;5;3;2;9;15;14;;;;;;;
16;18;5;22;1;12;5;14;3;5;;;;;;
22;1;18;25;9;14;7;;;;;;;;;
22;1;12;21;5;19;;;;;;;;;;
9;14;4;9;3;1;2;9;14;7;;;;;;
18;5;4;21;3;5;4;;;;;;;;;
16;5;18;3;5;9;22;5;4;;;;;;;
16;18;5;4;1;2;15;18;25;;;;;;;
16;18;5;19;19;21;18;5;;;;;;;;
16;1;2;8;15;7;5;14;;;;;;;;
3;25;3;12;5;19;;;;;;;;;;
1;16;16;5;1;18;;;;;;;;;;
2;5;3;15;13;9;14;7;;;;;;;;
6;18;5;17;21;5;14;2;;;;;;;;
5;22;5;14;2;21;1;12;12;25;;;;;;
3;8;1;15;2;9;3;;;;;;;;;
6;9;7;21;18;5;;;;;;;;;;
5;16;9;4;5;13;9;15;12;15;7;9;3;1;12;
16;1;18;1;13;5;2;5;18;;;;;;;
9;14;4;9;3;1;2;5;19;;;;;;;
4;15;13;9;14;1;14;2;;;;;;;;
6;18;5;17;21;5;14;3;25;;;;;;;
4;5;2;5;18;13;9;14;5;4;;;;;;
9;14;6;5;3;2;9;22;9;2;25;;;;;
2;5;2;23;5;5;14;;;;;;;;;
16;15;16;21;12;1;2;9;15;14;19;;;;;
9;14;6;5;3;2;9;22;9;2;25;;;;;
2;5;2;23;5;5;14;;;;;;;;;
9;14;4;9;22;9;4;21;1;12;19;;;;;
14;15;18;13;1;12;9;19;5;4;;;;;;
9;14;6;5;3;2;9;22;9;2;25;;;;;
9;14;6;5;3;2;9;22;9;2;25;;;;;
18;5;7;9;15;14;19;;;;;;;;;
2;5;25;15;14;4;;;;;;;;;;
2;15;21;14;4;1;18;25;;;;;;;;
3;25;3;12;5;19;;;;;;;;;;
9;14;3;18;5;1;19;5;;;;;;;;
9;14;2;5;14;19;9;2;25;;;;;;;
2;5;6;15;18;5;;;;;;;;;;
6;1;12;12;9;14;7;;;;;;;;;
8;9;7;8;5;18;;;;;;;;;;
22;1;12;21;5;19;;;;;;;;;;
6;9;7;21;18;5;;;;;;;;;;
5;6;6;5;3;2;;;;;;;;;;
1;4;4;9;14;7;;;;;;;;;;
22;9;18;2;21;1;12;;;;;;;;;
12;1;14;4;19;3;1;16;5;;;;;;;
4;9;19;2;1;14;3;5;;;;;;;;
2;5;2;23;5;5;14;;;;;;;;;
13;9;7;18;1;2;9;14;7;;;;;;;
16;15;16;21;12;1;2;9;15;14;19;;;;;
2;5;3;15;13;5;19;;;;;;;;;
22;1;18;9;1;2;12;5;;;;;;;;
9;14;6;5;3;2;9;15;14;;;;;;;
16;18;5;22;1;12;5;14;3;5;;;;;;
16;18;5;22;1;12;5;14;3;5;;;;;;
3;8;1;14;7;5;19;;;;;;;;;
12;9;2;2;12;5;;;;;;;;;;
13;1;24;9;13;21;13;;;;;;;;;
16;18;5;22;1;12;5;14;3;5;;;;;;
2;18;15;11;5;14;;;;;;;;;;
16;18;5;22;1;12;5;14;3;5;;;;;;
9;14;3;18;5;1;19;5;19;;;;;;;
6;9;7;21;18;5;;;;;;;;;;
1;18;2;9;6;9;3;9;1;12;;;;;;
6;18;1;3;2;1;12;;;;;;;;;
12;1;14;4;19;3;1;16;5;19;;;;;;
19;8;15;23;9;14;7;;;;;;;;;
8;5;9;7;8;2;;;;;;;;;;
